-122.656868\t45.63811\t
-122.601335\t45.647848\t0
-122.60145\t45.64821\t8
-122.601813\t45.648645\t11
-122.60266\t45.648822\t14
-122.603692\t45.648608\t17
-122.604855\t45.64836\t19
-122.606155\t45.648173\t20
-122.607597\t45.64809\t22
-122.60913\t45.648053\t24
-122.610733\t45.648028\t24
-122.612398\t45.648018\t25
-122.61405\t45.64801\t25
-122.615668\t45.648002\t24
-122.617262\t45.647993\t24
-122.618868\t45.647993\t24
-122.620378\t45.647955\t23
-122.62184\t45.647885\t22
-122.62331\t45.647775\t22
-122.624815\t45.647627\t23
-122.626342\t45.647438\t24
-122.627927\t45.647222\t25
-122.629545\t45.647003\t25
-122.631195\t45.646785\t25
-122.632838\t45.646563\t25
-122.634508\t45.646342\t26
-122.636257\t45.646223\t27
-122.63807\t45.646298\t25
-122.639845\t45.646385\t27
-122.641437\t45.646667\t25
-122.642775\t45.6472\t23
-122.643928\t45.647892\t23
-122.645087\t45.648585\t23
-122.646287\t45.649305\t24
-122.647508\t45.64999\t24
-122.648895\t45.65046\t23
-122.650347\t45.650733\t23
-122.6517\t45.65089\t21
-122.653005\t45.651022\t20
-122.654103\t45.651122\t16
-122.655027\t45.651108\t14
-122.655583\t45.651035\t8
-122.655748\t45.650795\t6
-122.655512\t45.650463\t8
-122.65563\t45.650052\t9
-122.656295\t45.649897\t11
-122.65716\t45.649787\t13
-122.65808\t45.649777\t14
-122.641\t45.730442\t
-122.641002\t45.730893\t9
-122.641003\t45.731247\t7
-122.641002\t45.73158\t7
-122.641\t45.73199\t9
-122.641008\t45.732558\t13
-122.640998\t45.733257\t15
-122.641\t45.733945\t15
-122.640998\t45.73465\t15
-122.641\t45.735372\t15
-122.640992\t45.735982\t12
-122.640993\t45.736247\t5
-122.641027\t45.736337\t2
-122.641377\t45.7364\t6
-122.64181\t45.736388\t6
-122.64238\t45.73638\t9
-122.643162\t45.736372\t12
-122.644117\t45.736362\t15
-122.645223\t45.736353\t17
-122.646237\t45.736342\t15
-122.647192\t45.736325\t14
-122.648193\t45.736317\t15
-122.649282\t45.73631\t17
-122.6503\t45.736302\t15
-122.65101\t45.736297\t10
-122.651325\t45.736058\t8
-122.651333\t45.73559\t10
-122.651337\t45.735048\t10
-122.651335\t45.734525\t11
-122.65182\t45.734188\t6
-122.652347\t45.734167\t8
-122.652705\t45.733988\t6
-122.652757\t45.733948\t0
-122.663012\t45.630993\t10
-122.662423\t45.63083\t9
-122.662173\t45.63076\t3
-122.661842\t45.630663\t2
-122.66121\t45.630495\t10
-122.660412\t45.630295\t13
-122.65945\t45.630058\t15
-122.658352\t45.629785\t18
-122.657155\t45.629483\t19
-122.655938\t45.62918\t19
-122.654745\t45.62888\t19
-122.653593\t45.628592\t18
-122.652512\t45.62834\t17
-122.65146\t45.628305\t16
-122.650297\t45.628287\t18
-122.649137\t45.628282\t17
-122.648032\t45.628278\t17
-122.646902\t45.628277\t17
-122.64574\t45.628272\t18
-122.644635\t45.628267\t16
-122.643545\t45.628262\t16
-122.64249\t45.628248\t16
-122.641425\t45.628233\t16
-122.640415\t45.628218\t15
-122.639363\t45.628208\t16
-122.638215\t45.628192\t17
-122.637008\t45.628172\t18
-122.635775\t45.628143\t19
-122.634657\t45.627962\t17
-122.633648\t45.627758\t16
-122.63274\t45.627572\t14
-122.631885\t45.627423\t13
-122.631045\t45.627395\t13
-122.63016\t45.627522\t14
-122.629202\t45.627808\t16
-122.628177\t45.628158\t17
-122.62698\t45.628452\t16
-122.625933\t45.628488\t16
-122.624772\t45.628525\t18
-122.623365\t45.628578\t18
-122.62242\t45.62859\t18
-122.621362\t45.628602\t15
-122.620437\t45.628585\t14
-122.619472\t45.628407\t13
-122.6187\t45.628097\t13
-122.61801\t45.627677\t14
-122.617408\t45.627123\t15
-122.61676\t45.62646\t17
-122.616133\t45.62583\t16
-122.615557\t45.62524\t15
-122.614942\t45.624622\t16
-122.614275\t45.624163\t13
-122.613858\t45.623985\t6
-122.613573\t45.623892\t5
-122.612943\t45.623692\t11
-122.612307\t45.623482\t10
-122.611712\t45.623297\t10
-122.611087\t45.623105\t10
-122.610377\t45.622892\t12
-122.60963\t45.622665\t12
-122.60895\t45.622462\t11
-122.608323\t45.622273\t10
-122.607583\t45.622058\t11
-122.60665\t45.621797\t15
-122.605595\t45.621468\t17
-122.60458\t45.621162\t17
-122.603733\t45.620907\t14
-122.602983\t45.620683\t12
-122.602603\t45.620572\t6
-122.602437\t45.620522\t2
-122.60243\t45.62052\t0
-122.60243\t45.62052\t0
-122.60236\t45.6205\t2
-122.601875\t45.62035\t8
-122.601115\t45.620113\t8
-122.600193\t45.619827\t15
-122.599188\t45.61952\t16
-122.598163\t45.619205\t17
-122.597177\t45.618907\t16
-122.596192\t45.618608\t16
-122.595237\t45.618348\t15
-122.594172\t45.618137\t17
-122.593092\t45.617927\t17
-122.592177\t45.617743\t14
-122.591387\t45.617588\t12
-122.590468\t45.617403\t15
-122.589453\t45.6172\t16
-122.588428\t45.616987\t16
-122.587457\t45.616785\t15
-122.586668\t45.61663\t12
-122.586125\t45.616523\t8
-122.585857\t45.616472\t4
-122.585665\t45.616393\t3
-122.585627\t45.616097\t7
-122.585622\t45.61556\t12
-122.58562\t45.614922\t14
-122.585627\t45.614293\t13
-122.585628\t45.613658\t14
-122.585632\t45.613005\t14
-122.585645\t45.612355\t14
-122.585672\t45.611707\t14
-122.585693\t45.611105\t12
-122.585627\t45.610707\t8
-122.585275\t45.610597\t6
-122.5845\t45.610568\t12
-122.583443\t45.610387\t17
-122.582313\t45.610162\t18
-122.581295\t45.610063\t15
-122.58022\t45.60991\t16
-122.579515\t45.609775\t10
-122.57915\t45.60971\t5
-122.578793\t45.609645\t5
-122.57849\t45.609605\t4
-122.57831\t45.609582\t3
-122.578032\t45.609528\t4
-122.577567\t45.60943\t7
-122.576983\t45.609308\t9
-122.576502\t45.60921\t7
-122.576245\t45.609157\t3
-122.576098\t45.609127\t2
-122.576008\t45.609107\t1
-122.575777\t45.609058\t4
-122.575452\t45.608992\t5
-122.575008\t45.608898\t7
-122.574577\t45.608808\t6
-122.574343\t45.608757\t3
-122.574057\t45.608697\t6
-122.573843\t45.60865\t2
-122.573718\t45.608623\t2
-122.573552\t45.608588\t2
-122.573317\t45.608537\t3
-122.57314\t45.608498\t3
-122.572922\t45.608452\t3
-122.572715\t45.608408\t3
-122.572588\t45.608382\t1
-122.572463\t45.608355\t2
-122.572317\t45.608323\t2
-122.572113\t45.608278\t3
-122.571948\t45.608245\t2
-122.571823\t45.608218\t2
-122.571747\t45.608202\t0
-122.571745\t45.608202\t0
-122.571602\t45.608172\t2
-122.571375\t45.608123\t3
-122.571167\t45.608078\t3
-122.571033\t45.60805\t2
-122.570862\t45.608015\t2
-122.570743\t45.607988\t1
-122.570663\t45.607972\t1
-122.570598\t45.607958\t1
-122.570418\t45.607922\t3
-122.570128\t45.607858\t4
-122.5698\t45.607788\t5
-122.569325\t45.607685\t8
-122.568735\t45.60756\t9
-122.567927\t45.607382\t13
-122.566998\t45.607185\t14
-122.566157\t45.607005\t13
-122.565485\t45.606863\t10
-122.564862\t45.606732\t9
-122.564608\t45.606675\t3
-122.564393\t45.606628\t3
-122.564075\t45.60656\t5
-122.563692\t45.606478\t6
-122.563318\t45.606398\t6
-122.562948\t45.606315\t6
-122.56259\t45.606235\t5
-122.562328\t45.606178\t4
-122.562118\t45.606133\t3
-122.561867\t45.606073\t4
-122.561545\t45.605992\t5
-122.561207\t45.605907\t5
-122.560905\t45.605827\t5
-122.560627\t45.605748\t4
-122.56029\t45.605652\t5
-122.559862\t45.605517\t7
-122.559545\t45.605405\t5
-122.559297\t45.605313\t4
-122.559148\t45.605257\t2
-122.558968\t45.605185\t3
-122.558772\t45.605107\t3
-122.558607\t45.60504\t3
-122.558407\t45.604958\t3
-122.558202\t45.604873\t3
-122.55805\t45.604812\t2
-122.55797\t45.60478\t1
-122.55797\t45.60478\t0
-122.55797\t45.60478\t0
-122.55795\t45.604773\t2
-122.557773\t45.604718\t3
-122.557623\t45.60468\t2
-122.557522\t45.60466\t1
-122.557452\t45.604648\t1
-122.557448\t45.604648\t0
-122.557358\t45.604637\t2
-122.557167\t45.604622\t3
-122.55696\t45.60462\t3
-122.55672\t45.604638\t3
-122.556427\t45.604688\t4
-122.55616\t45.604767\t4
-122.555957\t45.604852\t3
-122.555757\t45.604958\t4
-122.555558\t45.605087\t4
-122.555383\t45.605215\t4
-122.555112\t45.60541\t6
-122.554805\t45.605592\t6
-122.554488\t45.605728\t5
-122.554088\t45.605843\t7
-122.553438\t45.605932\t10
-122.552908\t45.605893\t7
-122.552625\t45.60579\t5
-122.552333\t45.60554\t7
-122.552178\t45.605205\t7
-122.552072\t45.604903\t6
-122.551987\t45.604643\t5
-122.551903\t45.604323\t7
-122.55187\t45.604167\t2
-122.551853\t45.60409\t1
-122.551813\t45.603898\t4
-122.551753\t45.603615\t6
-122.551687\t45.603275\t7
-122.55163\t45.60299\t6
-122.551577\t45.602722\t6
-122.551522\t45.602423\t6
-122.55146\t45.60206\t8
-122.551402\t45.601728\t6
-122.551362\t45.601473\t5
-122.55132\t45.601213\t5
-122.55126\t45.600865\t8
-122.551208\t45.60053\t6
-122.551173\t45.600318\t4
-122.551108\t45.599968\t8
-122.551025\t45.599537\t10
-122.55091\t45.598998\t12
-122.550785\t45.598455\t11
-122.550648\t45.597925\t9
-122.550545\t45.59757\t10
-122.550363\t45.596978\t11
-122.550242\t45.596602\t10
-122.550013\t45.595962\t12
-122.549773\t45.59534\t14
-122.549512\t45.59472\t14
-122.549253\t45.594138\t13
-122.549012\t45.59363\t11
-122.548777\t45.593168\t10
-122.548527\t45.592695\t11
-122.548273\t45.592243\t10
-122.54801\t45.59179\t10
-122.547717\t45.591315\t11
-122.547405\t45.590818\t12
-122.547073\t45.590283\t13
-122.546708\t45.589688\t14
-122.546317\t45.589055\t15
-122.545968\t45.588488\t13
-122.545667\t45.587983\t11
-122.545398\t45.587548\t9
-122.545205\t45.587242\t7
-122.54506\t45.586962\t6
-122.544913\t45.586658\t7
-122.54473\t45.586233\t9
-122.544523\t45.585715\t11
-122.54434\t45.585195\t11
-122.544202\t45.584735\t10
-122.544075\t45.58423\t11
-122.543953\t45.583575\t14
-122.543862\t45.582842\t16
-122.543818\t45.582162\t14
-122.543818\t45.581527\t14
-122.54386\t45.580872\t14
-122.543917\t45.580332\t11
-122.543982\t45.57992\t8
-122.544035\t45.579638\t6
-122.544102\t45.579338\t6
-122.544188\t45.578993\t7
-122.544303\t45.578593\t8
-122.54444\t45.578168\t9
-122.544632\t45.577652\t11
-122.544873\t45.577078\t13
-122.545138\t45.576525\t12
-122.545452\t45.575952\t13
-122.545783\t45.575398\t13
-122.546108\t45.574915\t11
-122.546385\t45.57453\t9
-122.546687\t45.574145\t9
-122.547017\t45.573757\t9
-122.547322\t45.573423\t8
-122.547483\t45.573253\t4
-122.547692\t45.573035\t6
-122.548012\t45.572723\t8
-122.548315\t45.572443\t7
-122.548633\t45.572155\t8
-122.549002\t45.571843\t8
-122.549412\t45.571517\t9
-122.549802\t45.571217\t8
-122.550175\t45.570935\t8
-122.55056\t45.570647\t9
-122.551032\t45.570295\t10
-122.551555\t45.569902\t12
-122.552198\t45.569423\t14
-122.552788\t45.568988\t12
-122.553392\t45.568538\t13
-122.554045\t45.568053\t14
-122.554638\t45.567612\t13
-122.555235\t45.567197\t13
-122.555933\t45.566682\t15
-122.556707\t45.566097\t17
-122.557455\t45.565532\t16
-122.558247\t45.564932\t18
-122.5591\t45.56429\t19
-122.560007\t45.563598\t20
-122.561017\t45.56285\t23
-122.562145\t45.562068\t24
-122.563272\t45.561343\t23
-122.564155\t45.56078\t17
-122.564892\t45.56049\t12
-122.565498\t45.560697\t10
-122.56561\t45.5609\t4
-122.565617\t45.561048\t4
-122.565538\t45.561212\t3
-122.565198\t45.561273\t6
-122.564813\t45.56114\t7
-122.564572\t45.561052\t4
-122.564202\t45.560918\t7
-122.563587\t45.560698\t9
-122.562823\t45.560402\t17
-122.56212\t45.560045\t12
-122.56176\t45.559827\t6
-122.56169\t45.559783\t1
-122.561642\t45.55957\t5
-122.561958\t45.559213\t9
-122.562595\t45.558933\t11
-122.563348\t45.558665\t12
-122.56409\t45.558388\t13
-122.564802\t45.558117\t11
-122.5652\t45.558073\t5
-122.56518\t45.558315\t6
-122.564832\t45.558548\t7
-122.564168\t45.558638\t0
-122.564118\t45.558557\t2
-122.563975\t45.558403\t4
-122.563598\t45.558435\t6
-122.562993\t45.558683\t11
-122.562367\t45.558947\t11
-122.56187\t45.559205\t9
-122.561483\t45.55971\t0
-122.561702\t45.560028\t8
-122.562315\t45.560333\t12
-122.56314\t45.560653\t14
-122.563967\t45.560945\t14
-122.564478\t45.561125\t8
-122.564692\t45.561202\t3
-122.564822\t45.561248\t2
-122.565045\t45.561327\t0
-122.56562\t45.561525\t10
-122.566473\t45.561833\t15
-122.567438\t45.562188\t17
-122.568513\t45.562477\t17
-122.569493\t45.562647\t15
-122.570315\t45.562728\t12
-122.571047\t45.562762\t11
-122.57143\t45.562765\t5
-122.571548\t45.562763\t1
-122.571607\t45.562763\t0
-122.572023\t45.562758\t7
-122.572708\t45.562753\t11
-122.573632\t45.562745\t14
-122.574582\t45.562735\t14
-122.57552\t45.562717\t14
-122.57654\t45.5627\t15
-122.577617\t45.562697\t16
-122.578142\t45.562697\t6
-122.578302\t45.562697\t0
-122.578852\t45.562693\t9
-122.57967\t45.56269\t13
-122.580682\t45.562693\t16
-122.581843\t45.562692\t18
-122.583088\t45.562692\t19
-122.584357\t45.56269\t19
-122.585547\t45.56271\t18
-122.586452\t45.562722\t13
-122.587222\t45.562718\t11
-122.587975\t45.562722\t9
-122.588562\t45.562725\t9
-122.58939\t45.562752\t13
-122.590153\t45.562825\t15
-122.591238\t45.563047\t13
-122.591705\t45.563195\t7
-122.592235\t45.563395\t10
-122.592947\t45.563715\t13
-122.59377\t45.564115\t15
-122.594632\t45.564542\t16
-122.595567\t45.565003\t17
-122.596567\t45.565495\t18
-122.597532\t45.565973\t17
-122.59837\t45.566373\t15
-122.599283\t45.566757\t16
-122.600157\t45.567015\t14
-122.60091\t45.567172\t12
-122.601825\t45.56733\t15
-122.602938\t45.567513\t16
-122.604188\t45.567717\t22
-122.605525\t45.56794\t21
-122.606865\t45.56816\t19
-122.608212\t45.56839\t21
-122.609528\t45.568607\t20
-122.610897\t45.568835\t21
-122.612348\t45.569078\t23
-122.613865\t45.569328\t24
-122.615357\t45.569577\t23
-122.6168\t45.569825\t22
-122.61819\t45.570083\t22
-122.619535\t45.570348\t21
-122.620852\t45.570618\t21
-122.621975\t45.570837\t17
-122.6231\t45.57105\t18
-122.624388\t45.571303\t20
-122.625807\t45.571583\t22
-122.627287\t45.571872\t23
-122.628778\t45.572172\t23
-122.63031\t45.572467\t24
-122.631912\t45.572782\t25
-122.633403\t45.573075\t23
-122.634812\t45.57335\t22
-122.636173\t45.573618\t21
-122.637533\t45.573892\t21
-122.638963\t45.574173\t22
-122.640467\t45.574457\t24
-122.641982\t45.574755\t24
-122.64342\t45.575033\t23
-122.644883\t45.575323\t23
-122.646268\t45.575595\t22
-122.647622\t45.575858\t21
-122.648925\t45.57611\t20
-122.65009\t45.576337\t18
-122.65098\t45.576515\t14
-122.651622\t45.576643\t9
-122.652202\t45.576762\t9
-122.65303\t45.576927\t13
-122.654015\t45.577117\t15
-122.655023\t45.577242\t15
-122.656088\t45.577257\t16
-122.657178\t45.577257\t16
-122.65826\t45.57726\t16
-122.659167\t45.57726\t13
-122.65987\t45.577265\t10
-122.660103\t45.577268\t3
-122.660163\t45.577272\t0
-122.660437\t45.577275\t5
-122.660935\t45.577277\t7
-122.661208\t45.577287\t4
-122.661318\t45.577405\t3
-122.661303\t45.577795\t9
-122.66132\t45.578422\t14
-122.661317\t45.579078\t11
-122.66131\t45.57953\t12
-122.66131\t45.579875\t7
-122.661307\t45.580047\t3
-122.661302\t45.58014\t1
-122.661295\t45.580195\t1
-122.661277\t45.580482\t6
-122.661265\t45.580892\t9
-122.661285\t45.581433\t12
-122.661505\t45.582072\t14
-122.661918\t45.582808\t17
-122.662383\t45.583615\t19
-122.662833\t45.584433\t19
-122.663322\t45.585285\t20
-122.663835\t45.586133\t19
-122.664282\t45.586905\t18
-122.664747\t45.587707\t19
-122.665227\t45.588555\t20
-122.665743\t45.58945\t21
-122.666285\t45.590395\t22
-122.666847\t45.591358\t22
-122.667312\t45.592143\t17
-122.667653\t45.592735\t14
-122.668047\t45.593433\t17
-122.668517\t45.594248\t19
-122.669107\t45.595107\t18
-122.66994\t45.595927\t24
-122.670982\t45.596693\t23
-122.672022\t45.597453\t20
-122.673037\t45.5982\t25
-122.673863\t45.598808\t15
-122.6744\t45.599198\t11
-122.674802\t45.599495\t8
-122.674942\t45.599593\t2
-122.675153\t45.599708\t4
-122.675607\t45.600025\t10
-122.67618\t45.600443\t12
-122.676742\t45.600855\t12
-122.677298\t45.60126\t12
-122.677797\t45.601623\t11
-122.678353\t45.60203\t12
-122.678943\t45.602457\t13
-122.679533\t45.602842\t12
-122.680337\t45.60318\t14
-122.681233\t45.603463\t15
-122.682068\t45.603753\t14
-122.682748\t45.604128\t13
-122.683242\t45.60459\t12
-122.683632\t45.605043\t11
-122.683865\t45.605348\t7
-122.68395\t45.605462\t2
-122.683953\t45.605467\t0
-122.683953\t45.605467\t0
-122.683985\t45.605505\t3
-122.684277\t45.605585\t5
-122.684758\t45.60538\t9
-122.685298\t45.60494\t13
-122.685373\t45.604273\t15
-122.684678\t45.60373\t16
-122.683775\t45.603267\t17
-122.683482\t45.602605\t15
-122.68364\t45.601847\t17
-122.68387\t45.600983\t19
-122.684142\t45.600037\t21
-122.6844\t45.599135\t20
-122.684668\t45.598302\t18
-122.684957\t45.597588\t16
-122.685192\t45.59695\t14
-122.685315\t45.59644\t10
-122.685427\t45.59604\t8
-122.6855\t45.59586\t3
-122.685468\t45.595618\t0
-122.685515\t45.595288\t7
-122.68568\t45.59484\t10
-122.686125\t45.594553\t9
-122.686733\t45.594748\t10
-122.686755\t45.595172\t9
-122.686227\t45.595265\t9
-122.685397\t45.595093\t13
-122.684425\t45.594963\t15
-122.683728\t45.59487\t10
-122.683488\t45.594838\t3
-122.683447\t45.594837\t0
-122.683218\t45.594933\t4
-122.683253\t45.595117\t4
-122.683427\t45.59544\t8
-122.68365\t45.595893\t10
-122.683788\t45.596177\t6
-122.683843\t45.596287\t2
-122.683933\t45.596448\t0
-122.683982\t45.596547\t0
-122.683995\t45.596592\t1
-122.684012\t45.596633\t0
-122.684012\t45.596633\t0
-122.684012\t45.596635\t0
-122.684015\t45.59664\t1
-122.684038\t45.596712\t1
-122.684057\t45.596773\t1
-122.684077\t45.596853\t1
-122.684095\t45.596948\t2
-122.684108\t45.59704\t2
-122.68411\t45.597142\t2
-122.68411\t45.597212\t1
-122.684105\t45.597308\t2
-122.684092\t45.597422\t2
-122.68408\t45.597503\t1
-122.684065\t45.597602\t2
-122.684045\t45.5977\t2
-122.684033\t45.597762\t1
-122.684022\t45.597825\t1
-122.68401\t45.59788\t1
-122.684002\t45.597935\t1
-122.683995\t45.597982\t1
-122.68399\t45.598018\t0
-122.683987\t45.598053\t0
-122.683983\t45.598083\t0
-122.683977\t45.598142\t1
-122.68397\t45.59819\t1
-122.683965\t45.598223\t0
-122.683963\t45.598265\t0
-122.683958\t45.598342\t1
-122.683948\t45.59846\t2
-122.683937\t45.598565\t2
-122.683917\t45.598718\t3
-122.683897\t45.598937\t5
-122.683878\t45.599117\t3
-122.68385\t45.599317\t4
-122.683818\t45.599508\t4
-122.683777\t45.59972\t4
-122.683732\t45.599932\t4
-122.683687\t45.600132\t4
-122.683643\t45.600307\t3
-122.683608\t45.600455\t3
-122.683577\t45.600585\t2
-122.683552\t45.600698\t2
-122.683528\t45.600837\t3
-122.683452\t45.601183\t8
-122.683388\t45.601433\t5
-122.683352\t45.601577\t3
-122.683293\t45.601782\t4
-122.683225\t45.602033\t5
-122.683155\t45.602423\t8
-122.683075\t45.602708\t6
-122.68299\t45.602992\t6
-122.682888\t45.603338\t8
-122.68277\t45.603743\t9
-122.682615\t45.604263\t11
-122.682448\t45.604832\t12
-122.682238\t45.60547\t14
-122.681992\t45.606133\t15
-122.68169\t45.606822\t16
-122.681317\t45.607548\t17
-122.680872\t45.608322\t18
-122.680385\t45.609135\t19
-122.679855\t45.610025\t21
-122.679323\t45.610952\t21
-122.678802\t45.61187\t21
-122.678292\t45.612732\t20
-122.677867\t45.613435\t16
-122.677593\t45.613897\t10
-122.67736\t45.61428\t9
-122.677177\t45.614592\t7
-122.676992\t45.614897\t7
-122.67683\t45.61516\t6
-122.676622\t45.615512\t8
-122.676332\t45.615997\t11
-122.67599\t45.616562\t13
-122.675633\t45.617157\t14
-122.67532\t45.61767\t12
-122.67499\t45.618177\t12
-122.674655\t45.618715\t13
-122.674297\t45.619308\t14
-122.673888\t45.620003\t16
-122.673443\t45.620747\t17
-122.673005\t45.62148\t17
-122.672432\t45.622213\t18
-122.67155\t45.622965\t21
-122.670643\t45.623557\t18
-122.669893\t45.62393\t13
-122.669135\t45.623808\t12
-122.66889\t45.623258\t13
-122.66961\t45.62282\t13
-122.670218\t45.622973\t12
-122.670582\t45.623492\t13
-122.670613\t45.62415\t14
-122.670237\t45.624805\t15
-122.669815\t45.625372\t11
-122.669957\t45.625643\t6
-122.670168\t45.62568\t2
-122.670295\t45.62567\t2
-122.670522\t45.625683\t3
-122.670635\t45.625893\t5
-122.670622\t45.62619\t6
-122.670615\t45.626343\t3
-122.670617\t45.626687\t7
-122.670613\t45.627017\t7
-122.670608\t45.627077\t1
-122.670607\t45.627082\t0
-122.670602\t45.62725\t4
-122.670603\t45.627652\t9
-122.670588\t45.62806\t9
-122.670583\t45.628438\t7
-122.670578\t45.628602\t3
-122.670575\t45.628675\t1
-122.670575\t45.629012\t7
-122.67057\t45.629408\t8
-122.670562\t45.629805\t8
-122.670535\t45.63019\t8
-122.670442\t45.63045\t5
-122.67044\t45.63052\t0
-122.67049\t45.630613\t2
-122.670517\t45.630712\t2
-122.670527\t45.63096\t5
-122.670518\t45.631267\t6
-122.670515\t45.631615\t7
-122.670468\t45.631817\t4
-122.670205\t45.63187\t4
-122.670008\t45.631853\t2
-122.669933\t45.631848\t0
-122.669513\t45.631842\t7
-122.668788\t45.631833\t11
-122.667942\t45.631852\t13
-122.667025\t45.63199\t14
-122.666073\t45.631868\t15
-122.66519\t45.631613\t14
-122.664365\t45.631398\t13
-122.66381\t45.631255\t8
-122.663495\t45.631452\t6
-122.663487\t45.631962\t11
-122.66349\t45.632612\t14
-122.663453\t45.633308\t15
-122.663198\t45.633995\t15
-122.662837\t45.634687\t16
-122.662443\t45.635427\t17
-122.66208\t45.636243\t18
-122.661817\t45.637145\t20
-122.661728\t45.638098\t21
-122.661705\t45.639088\t21
-122.661683\t45.64011\t22
-122.66166\t45.641158\t23
-122.661637\t45.642245\t23
-122.661625\t45.643372\t24
-122.661588\t45.644513\t25
-122.66152\t45.645543\t22
