-122.655652\t45.72015\t16
-122.660353\t45.721478\t
-122.660132\t45.721505\t3
-122.659838\t45.721493\t4
-122.659667\t45.721638\t4
-122.659655\t45.721735\t2
-122.659588\t45.72181\t3
-122.658985\t45.721793\t7
-122.658195\t45.721683\t12
-122.657302\t45.721558\t13
-122.656543\t45.72151\t11
-122.656198\t45.721497\t4
-122.65615\t45.721488\t0
-122.655943\t45.72133\t5
-122.655835\t45.720877\t10
-122.665382\t45.670272\t27
-122.666045\t45.669127\t27
-122.666698\t45.667967\t27
-122.667233\t45.666757\t28
-122.667492\t45.665467\t28
-122.667447\t45.664137\t36
-122.667093\t45.662842\t24
-122.666662\t45.661607\t28
-122.666295\t45.660433\t26
-122.666097\t45.659422\t22
-122.66604\t45.658545\t19
-122.666075\t45.657752\t17
-122.666143\t45.657227\t11
-122.666182\t45.656983\t6
-122.666202\t45.656898\t1
-122.666212\t45.656857\t1
-122.666212\t45.656857\t0
-122.666212\t45.656857\t0
-122.666238\t45.65673\t3
-122.6663\t45.656398\t7
-122.666393\t45.655997\t9
-122.666482\t45.6556\t8
-122.66655\t45.655277\t7
-122.666595\t45.655042\t5
-122.666617\t45.65491\t2
-122.666632\t45.654837\t1
-122.666667\t45.654658\t4
-122.666727\t45.654352\t7
-122.66677\t45.654073\t6
-122.666795\t45.653933\t3
-122.666838\t45.653707\t5
-122.666913\t45.65327\t10
-122.667025\t45.652738\t12
-122.66717\t45.652152\t13
-122.667312\t45.651577\t12
-122.667415\t45.651103\t10
-122.667495\t45.650752\t7
-122.667552\t45.650505\t5
-122.667588\t45.650338\t3
-122.667612\t45.650222\t2
-122.667613\t45.65021\t0
-122.667613\t45.65021\t0
-122.667613\t45.65021\t0
-122.66761\t45.650208\t0
-122.667617\t45.650167\t1
-122.667655\t45.650017\t3
-122.667728\t45.64975\t6
-122.667845\t45.649313\t10
-122.667978\t45.648785\t12
-122.668125\t45.648222\t12
-122.668288\t45.64763\t13
-122.668457\t45.647012\t14
-122.66862\t45.6464\t13
-122.668802\t45.645803\t13
-122.66901\t45.645248\t12
-122.66928\t45.644682\t13
-122.669573\t45.644092\t13
-122.66983\t45.643557\t12
-122.669998\t45.643212\t7
-122.670077\t45.643045\t3
-122.6701\t45.642998\t1
-122.670115\t45.642962\t0
-122.670167\t45.642863\t2
-122.670293\t45.642612\t6
-122.670447\t45.642293\t7
-122.67062\t45.64192\t8
-122.670752\t45.641588\t7
-122.670885\t45.64125\t7
-122.671013\t45.641008\t5
-122.670938\t45.640835\t4
-122.670558\t45.64083\t5
-122.670398\t45.64083\t2
-122.670285\t45.640707\t3
-122.670288\t45.640602\t1
-122.67029\t45.640598\t0
-122.670292\t45.640598\t0
-122.670292\t45.640598\t0
-122.670303\t45.64052\t2
-122.670323\t45.640307\t4
-122.670383\t45.639998\t7
-122.670388\t45.639598\t9
-122.67039\t45.639123\t10
-122.670398\t45.638603\t11
-122.670412\t45.638063\t12
-122.670422\t45.637557\t11
-122.670437\t45.637038\t10
-122.670447\t45.636512\t11
-122.670455\t45.635982\t11
-122.670465\t45.635572\t8
-122.67047\t45.635325\t5
-122.670473\t45.635093\t5
-122.670478\t45.634713\t8
-122.670503\t45.634253\t10
-122.670522\t45.633762\t10
-122.670537\t45.633308\t10
-122.670548\t45.632922\t8
-122.670555\t45.632738\t3
-122.670557\t45.632705\t0
-122.670652\t45.632565\t3
-122.671137\t45.632528\t7
-122.671755\t45.632508\t9
-122.672353\t45.632503\t9
-122.67272\t45.632395\t5
-122.672753\t45.631953\t8
-122.672763\t45.631512\t9
-122.672788\t45.631127\t8
-122.672795\t45.630942\t3
-122.672797\t45.630883\t1
-122.672795\t45.63075\t2
-122.67276\t45.630507\t0
-122.672775\t45.630195\t7
-122.672778\t45.629867\t7
-122.672778\t45.629558\t7
-122.672782\t45.629248\t6
-122.672768\t45.629018\t5
-122.672743\t45.628908\t2
-122.672738\t45.628878\t0
-122.67272\t45.628708\t4
-122.672698\t45.628423\t6
-122.6727\t45.628168\t5
-122.672703\t45.627935\t5
-122.672708\t45.627698\t5
-122.672708\t45.62759\t2
-122.672707\t45.627545\t1
-122.672705\t45.627503\t1
-122.672707\t45.627458\t0
-122.672708\t45.627393\t1
-122.67271\t45.627322\t1
-122.672663\t45.627228\t2
-122.672448\t45.62717\t3
-122.6721\t45.627208\t5
-122.671877\t45.62723\t3
-122.671683\t45.627228\t3
-122.671188\t45.627222\t7
-122.670818\t45.627215\t5
-122.670687\t45.627223\t2
-122.670567\t45.627472\t5
-122.670583\t45.627707\t5
-122.670587\t45.627755\t1
-122.670587\t45.627757\t0
-122.670587\t45.627757\t0
-122.670585\t45.627802\t2
-122.670577\t45.628067\t6
-122.670578\t45.628338\t5
-122.670582\t45.628442\t1
-122.670578\t45.628455\t0
-122.670583\t45.628618\t4
-122.670572\t45.628933\t7
-122.670562\t45.629243\t6
-122.670553\t45.629557\t7
-122.670545\t45.629902\t7
-122.670532\t45.630242\t7
-122.670518\t45.630605\t8
-122.670513\t45.630985\t8
-122.67051\t45.631282\t6
-122.670508\t45.631478\t4
-122.670507\t45.631727\t5
-122.670412\t45.631887\t3
-122.670032\t45.631915\t6
-122.669697\t45.631907\t4
-122.669613\t45.6319\t0
-122.669505\t45.631892\t2
-122.669053\t45.631868\t7
-122.668538\t45.631857\t7
-122.667992\t45.631873\t8
-122.667317\t45.632\t10
-122.66676\t45.632042\t8
-122.666505\t45.63201\t3
-122.666067\t45.631897\t7
-122.66545\t45.631708\t11
-122.664737\t45.631522\t10
-122.664275\t45.631408\t7
-122.6641\t45.631358\t2
-122.664077\t45.63135\t0
-122.663797\t45.631287\t4
-122.663508\t45.631495\t7
-122.663513\t45.632033\t12
-122.663523\t45.632693\t14
-122.663447\t45.633403\t15
-122.663125\t45.634103\t16
-122.662745\t45.634828\t17
-122.662337\t45.635602\t18
-122.661987\t45.636463\t19
-122.661767\t45.637415\t21
-122.661713\t45.63844\t22
-122.661695\t45.639513\t23
-122.661668\t45.640622\t24
-122.661642\t45.641698\t23
-122.66163\t45.642723\t28
-122.661615\t45.643718\t21
-122.661572\t45.644687\t21
-122.6615\t45.645613\t20
-122.661433\t45.6465\t19
-122.66131\t45.647387\t19
-122.660808\t45.648258\t21
-122.659912\t45.648958\t20
-122.65875\t45.649468\t21
-122.657438\t45.649998\t23
-122.65591\t45.65044\t25
-122.654193\t45.65064\t27
-122.652477\t45.650643\t26
-122.650768\t45.6506\t26
-122.64916\t45.650345\t25
-122.647675\t45.649858\t25
-122.646318\t45.649145\t26
-122.645028\t45.648345\t26
-122.643752\t45.647537\t26
-122.642425\t45.646808\t26
-122.640882\t45.646337\t26
-122.639218\t45.646168\t26
-122.63746\t45.646105\t27
-122.635693\t45.646073\t27
-122.633972\t45.64625\t27
-122.632298\t45.64649\t26
-122.630657\t45.646717\t26
-122.629035\t45.646937\t25
-122.627427\t45.647153\t25
-122.62583\t45.647365\t25
-122.624228\t45.64755\t25
-122.622607\t45.647695\t25
-122.620955\t45.647798\t25
-122.619288\t45.647857\t26
-122.617633\t45.647868\t25
-122.615983\t45.647877\t25
-122.614303\t45.647882\t26
-122.612607\t45.647882\t26
-122.610892\t45.647875\t26
-122.60919\t45.64786\t26
-122.607472\t45.647867\t26
-122.605728\t45.647932\t27
-122.604013\t45.648092\t26
-122.602337\t45.648347\t26
-122.60069\t45.648695\t26
-122.599097\t45.649135\t26
-122.597548\t45.649657\t26
-122.596055\t45.650275\t26
-122.594612\t45.650932\t26
-122.593157\t45.651597\t27
-122.591692\t45.652265\t27
-122.59032\t45.652893\t24
-122.589382\t45.653322\t16
-122.588738\t45.65362\t11
-122.588188\t45.653872\t10
-122.587802\t45.65405\t4
-122.58753\t45.654177\t4
-122.58736\t45.654253\t3
-122.587223\t45.654317\t2
-122.587138\t45.654355\t1
-122.587038\t45.654402\t1
-122.586973\t45.65443\t1
-122.586913\t45.654457\t1
-122.586793\t45.65451\t2
-122.586595\t45.6546\t3
-122.586427\t45.654673\t3
-122.586273\t45.654742\t2
-122.586148\t45.654797\t2
-122.586063\t45.654833\t1
-122.585978\t45.65487\t1
-122.585902\t45.6549\t1
-122.58583\t45.65493\t1
-122.585742\t45.654968\t1
-122.585658\t45.655005\t1
-122.585555\t45.655047\t1
-122.585473\t45.655083\t1
-122.585453\t45.655092\t0
-122.585453\t45.655092\t0
-122.585445\t45.655095\t0
-122.58537\t45.655127\t1
-122.585262\t45.65517\t2
-122.585217\t45.655188\t0
-122.585217\t45.655188\t0
-122.585217\t45.655188\t0
-122.585217\t45.655188\t0
-122.585208\t45.655192\t0
-122.585182\t45.655202\t0
-122.585182\t45.655202\t0
-122.58518\t45.655202\t0
-122.58516\t45.655208\t0
-122.58508\t45.655238\t1
-122.584998\t45.655267\t1
-122.584885\t45.655303\t2
-122.58473\t45.655353\t2
-122.584567\t45.655403\t2
-122.584402\t45.655453\t2
-122.584245\t45.6555\t2
-122.584095\t45.655542\t2
-122.583947\t45.65558\t2
-122.583838\t45.655608\t1
-122.583667\t45.65565\t2
-122.583527\t45.65568\t2
-122.583432\t45.655698\t1
-122.583288\t45.655723\t1
-122.583095\t45.655752\t3
-122.582865\t45.655778\t3
-122.582565\t45.65582\t4
-122.582302\t45.655857\t4
-122.58205\t45.655888\t4
-122.581747\t45.65592\t4
-122.581517\t45.655938\t3
-122.581307\t45.655953\t3
-122.581108\t45.655963\t3
-122.58087\t45.65597\t3
-122.580513\t45.655973\t5
-122.58018\t45.65597\t5
-122.579962\t45.655965\t3
-122.579865\t45.655962\t1
-122.57986\t45.655962\t0
-122.57986\t45.655962\t0
-122.579773\t45.655957\t1
-122.579562\t45.655943\t3
-122.579372\t45.655928\t3
-122.579235\t45.655917\t1
-122.579218\t45.655915\t0
-122.579218\t45.655915\t0
-122.579218\t45.655915\t0
-122.579158\t45.655912\t1
-122.579033\t45.6559\t1
-122.578843\t45.655882\t3
-122.578598\t45.65586\t3
-122.57836\t45.655838\t3
-122.57822\t45.655823\t1
-122.578202\t45.655822\t0
-122.578128\t45.655812\t1
-122.57808\t45.655807\t0
-122.578078\t45.655805\t0
-122.578078\t45.655805\t0
-122.578077\t45.655805\t0
-122.578005\t45.655797\t1
-122.577882\t45.655783\t1
-122.577752\t45.655772\t2
-122.57758\t45.655757\t2
-122.57743\t45.655743\t2
-122.577362\t45.655737\t1
-122.577318\t45.655733\t0
-122.577258\t45.655727\t1
-122.577198\t45.655723\t0
-122.577038\t45.655712\t2
-122.576855\t45.6557\t2
-122.576663\t45.655685\t3
-122.57649\t45.655673\t2
-122.576322\t45.655662\t2
-122.576167\t45.65565\t2
-122.575987\t45.655633\t2
-122.575867\t45.655622\t1
-122.575767\t45.655612\t1
-122.575753\t45.655612\t0
-122.575638\t45.6556\t2
-122.575493\t45.655583\t2
-122.575348\t45.655567\t2
-122.575213\t45.655547\t2
-122.57508\t45.655528\t2
-122.574947\t45.655505\t2
-122.57481\t45.65548\t2
-122.574658\t45.655445\t2
-122.574418\t45.655387\t4
-122.574125\t45.655308\t4
-122.573823\t45.655225\t4
-122.573602\t45.655162\t3
-122.573407\t45.655105\t3
-122.573228\t45.655053\t3
-122.573062\t45.655005\t2
-122.572933\t45.654968\t2
-122.572783\t45.654928\t2
-122.57263\t45.654883\t2
-122.572525\t45.654855\t1
-122.572393\t45.654822\t2
-122.572227\t45.654778\t2
-122.572095\t45.654743\t2
-122.572012\t45.65472\t1
-122.571962\t45.654708\t0
-122.571883\t45.654687\t1
-122.571782\t45.65466\t1
-122.571677\t45.654633\t1
-122.571597\t45.654613\t1
-122.571497\t45.65459\t2
-122.571375\t45.65456\t2
