-122.670552\t45.628283\t
-122.670535\t45.628497\t4
-122.670538\t45.628577\t0
-122.670538\t45.628577\t0
-122.67055\t45.628657\t2
-122.670563\t45.628942\t6
-122.670567\t45.629283\t7
-122.670562\t45.629607\t7
-122.670558\t45.629957\t7
-122.670508\t45.630215\t5
-122.67045\t45.63038\t3
-122.6856\t45.498082\t
-122.68237\t45.496162\t
-122.68229\t45.496308\t3
-122.67024\t45.632657\t
-122.670503\t45.63264\t4
-122.527042\t45.776177\t
-122.685017\t45.498152\t8
-122.684737\t45.498158\t4
-122.68464\t45.49816\t1
-122.587492\t45.656103\t
-122.587498\t45.65611\t0
-122.587703\t45.65623\t5
-122.588115\t45.656118\t6
-122.58844\t45.656013\t5
-122.526938\t45.775785\t8
-122.526907\t45.775578\t3
-122.526913\t45.775508\t1
-122.659967\t45.721458\t
-122.670533\t45.628478\t
-122.670525\t45.628605\t0
-122.670527\t45.62861\t1
-122.670533\t45.628637\t1
-122.67056\t45.628877\t5
-122.67056\t45.62922\t7
-122.670552\t45.629562\t7
-122.670552\t45.62993\t8
-122.67052\t45.63021\t5
-122.670447\t45.630373\t3
-122.670438\t45.630505\t2
-122.670563\t45.628438\t
-122.670543\t45.628597\t0
-122.670543\t45.628597\t0
-122.670545\t45.628598\t1
-122.670552\t45.6287\t4
-122.670557\t45.629047\t7
-122.67055\t45.629412\t7
-122.670545\t45.629745\t7
-122.670547\t45.630043\t6
-122.670477\t45.630275\t5
-122.67045\t45.630438\t3
-122.659727\t45.721587\t4
-122.659703\t45.721682\t1
-122.682353\t45.496112\t
-122.682325\t45.49628\t3
-122.682258\t45.49639\t2
-122.587377\t45.655998\t
-122.587382\t45.656002\t2
-122.587577\t45.656153\t5
-122.587992\t45.656135\t7
-122.588372\t45.656012\t6
-122.670537\t45.628452\t
-122.670525\t45.62859\t0
-122.670533\t45.628685\t2
-122.670553\t45.62902\t7
-122.670553\t45.62938\t8
-122.670537\t45.629753\t8
-122.670528\t45.630118\t7
-122.670453\t45.630297\t3
-122.670427\t45.63044\t3
-122.670548\t45.626345\t
-122.584282\t45.656337\t
-122.584072\t45.656347\t3
-122.583992\t45.656303\t1
-122.583972\t45.65628\t0
-122.583957\t45.65625\t0
-122.670547\t45.626268\t
-122.670547\t45.626268\t0
-122.670562\t45.62631\t2
-122.670597\t45.62652\t5
-122.670598\t45.626763\t4
-122.670592\t45.626985\t4
-122.670592\t45.627055\t1
-122.670592\t45.627212\t3
-122.670592\t45.627455\t5
-122.670587\t45.6277\t6
-122.670578\t45.627952\t4
-122.670567\t45.628212\t5
-122.670568\t45.628447\t5
-122.670567\t45.628587\t3
-122.670565\t45.628662\t1
-122.670558\t45.628915\t5
-122.670553\t45.629198\t6
-122.670545\t45.629492\t6
-122.670543\t45.6298\t6
-122.670542\t45.630075\t5
-122.670535\t45.63033\t5
-122.670582\t45.626603\t5
-122.67058\t45.626928\t7
-122.670567\t45.627122\t4
-122.67057\t45.627333\t4
-122.670572\t45.62765\t7
-122.67056\t45.627985\t7
-122.670528\t45.628302\t7
-122.670508\t45.62854\t5
-122.586732\t45.655763\t
-122.587295\t45.655958\t9
-122.587457\t45.65607\t3
-122.67054\t45.628277\t
-122.670522\t45.628518\t5
-122.670528\t45.628598\t0
-122.67055\t45.628752\t3
-122.670553\t45.629065\t6
-122.67055\t45.629403\t7
-122.670543\t45.62975\t7
-122.67054\t45.630095\t7
-122.670467\t45.630285\t4
-122.670437\t45.630443\t3
-122.67054\t45.62829\t
-122.67052\t45.628523\t4
-122.670537\t45.628583\t0
-122.670537\t45.628583\t0
-122.670537\t45.628583\t1
-122.670545\t45.628648\t1
-122.670545\t45.628933\t6
-122.670537\t45.629327\t8
-122.670527\t45.629712\t8
-122.670525\t45.630087\t8
-122.670515\t45.630453\t8
-122.587052\t45.655887\t
-122.58767\t45.65618\t
-122.588105\t45.656095\t7
-122.588408\t45.656\t4
-122.670568\t45.628497\t
-122.670572\t45.628595\t2
-122.670572\t45.628595\t0
-122.670572\t45.628595\t0
-122.670548\t45.628643\t1
-122.670537\t45.62885\t1
-122.670572\t45.62928\t9
-122.670562\t45.629738\t10
-122.67056\t45.630102\t7
-122.670473\t45.63035\t5
-122.670447\t45.630498\t2
-122.670448\t45.630507\t0
-122.587437\t45.656102\t7
-122.58741\t45.656055\t
-122.587707\t45.656227\t6
-122.588027\t45.656135\t4
