-122.689202\t45.512458\t22
-122.689352\t45.513488\t22
-122.689052\t45.51452\t23
-122.688513\t45.515547\t24
-122.68798\t45.516538\t23
-122.687492\t45.517438\t21
-122.687045\t45.518268\t19
-122.686638\t45.519022\t17
-122.68624\t45.51975\t17
-122.685855\t45.52047\t17
-122.685568\t45.521302\t19
-122.685628\t45.522225\t20
-122.686057\t45.523167\t21
-122.686512\t45.524157\t23
-122.686672\t45.525193\t22
-122.686717\t45.526195\t22
-122.686752\t45.527162\t21
-122.686785\t45.528067\t19
-122.686818\t45.528938\t19
-122.68685\t45.529838\t19
-122.686887\t45.530788\t21
-122.68692\t45.531778\t22
-122.686952\t45.532778\t22
-122.686967\t45.533768\t21
-122.686617\t45.534887\t21
-122.685803\t45.535627\t20
-122.6848\t45.536425\t19
-122.683985\t45.537072\t19
-122.683142\t45.537723\t19
-122.682233\t45.538392\t20
-122.68133\t45.539103\t21
-122.6804\t45.539837\t21
-122.679453\t45.540605\t22
-122.67852\t45.541395\t22
-122.677577\t45.542172\t22
-122.676658\t45.542958\t22
-122.67627\t45.543983\t22
-122.676437\t45.544987\t22
-122.677147\t45.545877\t22
-122.677932\t45.546743\t22
-122.678458\t45.5477\t22
-122.678542\t45.548722\t22
-122.678537\t45.549753\t22
-122.678523\t45.550783\t22
-122.678515\t45.551817\t22
-122.678502\t45.552833\t22
-122.67849\t45.553835\t22
-122.678482\t45.554867\t22
-122.678467\t45.555915\t23
-122.678458\t45.55697\t23
-122.678443\t45.558045\t23
-122.67843\t45.559138\t24
-122.678417\t45.560253\t24
-122.678423\t45.561362\t24
-122.678453\t45.562462\t24
-122.678497\t45.563558\t24
-122.678508\t45.564665\t24
-122.6785\t45.565785\t24
-122.678485\t45.566907\t24
-122.678477\t45.56802\t24
-122.67849\t45.569115\t24
-122.678522\t45.57021\t24
-122.678538\t45.571272\t23
-122.678538\t45.572355\t24
-122.67853\t45.57345\t24
-122.678515\t45.574562\t24
-122.678498\t45.575688\t24
-122.678487\t45.576812\t24
-122.67847\t45.57794\t24
-122.678453\t45.57907\t25
-122.678438\t45.5802\t24
-122.678437\t45.581318\t24
-122.67855\t45.582453\t24
-122.678805\t45.583537\t23
-122.679192\t45.584558\t23
-122.679662\t45.5856\t24
-122.680148\t45.58667\t24
-122.68063\t45.587737\t24
-122.681107\t45.58879\t24
-122.681593\t45.589857\t24
-122.682085\t45.590948\t25
-122.682585\t45.592058\t25
-122.683082\t45.593163\t25
-122.683572\t45.594247\t25
-122.684018\t45.595308\t24
-122.684298\t45.596412\t24
-122.684348\t45.597538\t24
-122.68417\t45.598655\t24
-122.683872\t45.599748\t24
-122.683545\t45.600855\t25
-122.683208\t45.601977\t25
-122.68288\t45.60307\t24
-122.682588\t45.604133\t24
-122.682293\t45.605215\t24
-122.681903\t45.606287\t24
-122.681402\t45.607342\t24
-122.680822\t45.608363\t24
-122.680223\t45.609362\t24
-122.679622\t45.610383\t24
-122.679023\t45.61145\t25
-122.678398\t45.612512\t25
-122.677763\t45.61356\t25
-122.677133\t45.614615\t25
-122.676498\t45.615672\t25
-122.675893\t45.61669\t24
-122.675305\t45.617673\t23
-122.674723\t45.618645\t23
-122.660907\t45.721517\t3
-122.660707\t45.721437\t3
-122.660508\t45.721453\t3
-122.660447\t45.721458\t0
-122.685222\t45.498058\t
-122.684735\t45.498142\t7
-122.6843\t45.498233\t7
-122.683937\t45.498403\t5
-122.683768\t45.498505\t3
-122.683653\t45.498585\t2
-122.68333\t45.498792\t7
-122.683035\t45.498983\t6
-122.68281\t45.499185\t0
-122.682895\t45.499423\t4
-122.682703\t45.499668\t7
-122.682415\t45.50005\t9
-122.682413\t45.500485\t9
-122.68262\t45.500945\t10
-122.682863\t45.501423\t11
-122.683115\t45.501912\t11
-122.683362\t45.502403\t11
-122.683653\t45.50281\t10
-122.684348\t45.502952\t9
-122.684993\t45.502813\t10
-122.685615\t45.502603\t11
-122.686307\t45.502458\t11
-122.68701\t45.502452\t10
-122.687478\t45.502623\t8
-122.68752\t45.502882\t3
-122.687405\t45.502992\t3
-122.686883\t45.503037\t8
-122.686195\t45.503158\t11
-122.68554\t45.503452\t12
-122.68491\t45.503835\t12
-122.684385\t45.504222\t11
-122.68422\t45.504688\t10
-122.68426\t45.505155\t10
-122.684292\t45.505622\t10
